"school","small_school","locality","num_vce_students_enrolled","num_vce_studies","num_vet_students_enrolled","num_vcal_students_enrolled","percent_vce_studs_apply_tert","median_vce_ss","percent_ss_40plus","year","school_loc"
"Timboon P-12 School",NA,"TIMBOON","35","25","37","13","61.5","28","0",2017,"Timboon P-12 School   TIMBOON"
"Tintern Grammar",NA,"RINGWOOD EAST","128","38","33","-","93.5","31","8.5",2017,"Tintern Grammar   RINGWOOD EAST"
"Toorak College",NA,"MOUNT ELIZA","133","38","14","5","92","34","17.7",2017,"Toorak College   MOUNT ELIZA"
"Trafalgar High School",NA,"TRAFALGAR","120","25","34","36","87.7","28","3.7",2017,"Trafalgar High School   TRAFALGAR"
"Traralgon College",NA,"TRARALGON","125","33","80","72","52.8","23","0",2017,"Traralgon College   TRARALGON"
"Trinity College Colac",NA,"COLAC","176","44","113","48","76.5","27","4.6",2017,"Trinity College Colac   COLAC"
"Trinity Grammar School",NA,"KEW","255","38","10","-","97","36","24.7",2017,"Trinity Grammar School   KEW"
"Tyrrell College",NA,"SEA LAKE","32","20","42","7","91.7","29","10.4",2017,"Tyrrell College   SEA LAKE"
"University High School",NA,"PARKVILLE","462","73","36","-","95.1","32","14.8",2017,"University High School   PARKVILLE"
"Upper Yarra Secondary College",NA,"YARRA JUNCTION","85","30","58","38","90.5","26","1.7",2017,"Upper Yarra Secondary College   YARRA JUNCTION"
"Upwey High School",NA,"UPWEY","153","43","102","40","66.7","27","1.7",2017,"Upwey High School   UPWEY"
"Vermont Secondary College",NA,"VERMONT","277","49","35","-","96.7","31","8.3",2017,"Vermont Secondary College   VERMONT"
"Victoria University - TAFE",NA,"FOOTSCRAY","56","20","10","9","46.2","19","0.8",2017,"Victoria University - TAFE   FOOTSCRAY"
"Victoria University SC",NA,"ST ALBANS","179","44","132","97","84.8","27","2.6",2017,"Victoria University SC   ST ALBANS"
"Victorian College for the Deaf","*","MELBOURNE","< 4","3","10","14","-","I/D","I/D",2017,"Victorian College for the Deaf   MELBOURNE"
"Victorian College of the Arts",NA,"SOUTHBANK","195","24","26","-","68.8","35","23.3",2017,"Victorian College of the Arts   SOUTHBANK"
"Victory Christian College",NA,"STRATHDALE","57","39","16","-","68","29","5.2",2017,"Victory Christian College   STRATHDALE"
"Victory Lutheran College",NA,"WEST WODONGA","65","24","63","-","68.599999999999994","31","11.0",2017,"Victory Lutheran College   WEST WODONGA"
"Viewbank College",NA,"ROSANNA","277","51","40","-","87.9","32","9.8",2017,"Viewbank College   ROSANNA"
"Wallan Secondary College",NA,"WALLAN","58","35","79","32","51.2","25","0.7",2017,"Wallan Secondary College   WALLAN"
"Wanganui Park Sec College",NA,"SHEPPARTON","248","51","134","82","69.8","27","2.9",2017,"Wanganui Park Sec College   SHEPPARTON"
"Wangaratta High School",NA,"WANGARATTA","167","36","102","62","56.6","28","4.3",2017,"Wangaratta High School   WANGARATTA"
"Wantirna College",NA,"WANTIRNA","223","55","83","40","83.7","28","4.6",2017,"Wantirna College   WANTIRNA"
"Warracknabeal Sec College",NA,"WARRACKNABEAL","43","29","36","31","84.2","27","2.9",2017,"Warracknabeal Sec College   WARRACKNABEAL"
"Warragul Regional College",NA,"WARRAGUL","147","46","90","65","66.2","25","4.1",2017,"Warragul Regional College   WARRAGUL"
"Warrandyte High School",NA,"WARRANDYTE","136","34","75","-","63","26","4.2",2017,"Warrandyte High School   WARRANDYTE"
"Warrnambool College",NA,"WARRNAMBOOL","261","50","92","25","74","29","4.8",2017,"Warrnambool College   WARRNAMBOOL"
"Waverley Christian College",NA,"WANTIRNA SOUTH","260","52","38","4","93.1","33","11.8",2017,"Waverley Christian College   WANTIRNA SOUTH"
"Wedderburn College",NA,"WEDDERBURN","30","24","56","14","71.400000000000006","29","4.2",2017,"Wedderburn College   WEDDERBURN"
"Wellington Secondary College",NA,"MULGRAVE","435","55","53","38","93.3","30","6.1",2017,"Wellington Secondary College   MULGRAVE"
"Werribee Secondary College",NA,"WERRIBEE","313","78","142","81","81.2","30","10.1",2017,"Werribee Secondary College   WERRIBEE"
"Werrimull P-12 College","*","WERRIMULL","8","8","< 4","< 4","100","29","0",2017,"Werrimull P-12 College   WERRIMULL"
"Wesley College",NA,"MELBOURNE","173","46","38","-","93","33","12.1",2017,"Wesley College   MELBOURNE"
"Wesley College",NA,"GLEN WAVERLEY","117","32","14","-","97.9","32","7.9",2017,"Wesley College   GLEN WAVERLEY"
"Westall Secondary College",NA,"CLAYTON SOUTH","97","28","34","52","84.4","28","5.1",2017,"Westall Secondary College   CLAYTON SOUTH"
"Westbourne Grammar School",NA,"TRUGANINA","189","33","< 4","-","98.6","34","15.2",2017,"Westbourne Grammar School   TRUGANINA"
"Western Heights Sec College",NA,"HAMLYN HEIGHTS","153","47","182","57","39.200000000000003","24","1.1",2017,"Western Heights Sec College   HAMLYN HEIGHTS"
"Western Port Sec College",NA,"HASTINGS","91","37","74","43","68.8","25","0.5",2017,"Western Port Sec College   HASTINGS"
"Western Senior Sec Coll",NA,"WEST MELBOURNE","51","2","53","67","-","-","-",2017,"Western Senior Sec Coll   WEST MELBOURNE"
"Wheelers Hill Sec College",NA,"WHEELERS HILL","102","36","19","-","81.8","27","4.8",2017,"Wheelers Hill Sec College   WHEELERS HILL"
"Whitefriars College",NA,"DONVALE","289","50","104","37","92","30","5.9",2017,"Whitefriars College   DONVALE"
"Whittlesea Secondary College",NA,"WHITTLESEA","137","35","213","68","71.400000000000006","27","2.3",2017,"Whittlesea Secondary College   WHITTLESEA"
"William Angliss Inst of TAFE","*","MELBOURNE","16","2","43","44","-","-","-",2017,"William Angliss Inst of TAFE   MELBOURNE"
"William Ruthven Sec College",NA,"RESERVOIR","82","24","30","9","86","25","1.1",2017,"William Ruthven Sec College   RESERVOIR"
"Williamstown High School",NA,"WILLIAMSTOWN","395","56","86","24","84.3","31","8.2",2017,"Williamstown High School   WILLIAMSTOWN"
"Wodonga Institute of TAFE",NA,"WODONGA","-","-","50","51","-","-","-",2017,"Wodonga Institute of TAFE   WODONGA"
"Wodonga Senior Sec College",NA,"WODONGA","417","68","572","259","49.7","25","1.8",2017,"Wodonga Senior Sec College   WODONGA"
"Wonthaggi Secondary College",NA,"WONTHAGGI","173","39","231","64","75.3","28","4.0",2017,"Wonthaggi Secondary College   WONTHAGGI"
"Woodleigh School",NA,"LANGWARRIN SOUTH","157","50","40","-","95.9","33","14.8",2017,"Woodleigh School   LANGWARRIN SOUTH"
"Wycheproof P-12 College","*","WYCHEPROOF","15","11","15","< 4","100","28","0",2017,"Wycheproof P-12 College   WYCHEPROOF"
"Wyndham Central Sec Coll",NA,"WERRIBEE","107","37","79","30","75","27","2.1",2017,"Wyndham Central Sec Coll   WERRIBEE"
"Wyndham Community Centre","*","WERRIBEE","19","4","57","55","-","-","-",2017,"Wyndham Community Centre   WERRIBEE"
"Xavier College",NA,"KEW","399","39","42","-","97","33","15.0",2017,"Xavier College   KEW"
"Yarra Hills Secondary College",NA,"MOOROOLBARK","65","29","60","24","83.8","25","0.6",2017,"Yarra Hills Secondary College   MOOROOLBARK"
"Yarra Valley Grammar School",NA,"RINGWOOD","300","42","29","-","91.4","34","20.1",2017,"Yarra Valley Grammar School   RINGWOOD"
"Yarram Secondary College",NA,"YARRAM","69","29","53","20","51.3","24","0.6",2017,"Yarram Secondary College   YARRAM"
"Yarrawonga College P-12",NA,"YARRAWONGA","68","26","78","29","70.400000000000006","28","4.3",2017,"Yarrawonga College P-12   YARRAWONGA"
"Yea High School",NA,"YEA","82","39","53","34","73.3","28","4.5",2017,"Yea High School   YEA"
"Yeshivah College",NA,"ST KILDA EAST","43","16","54","10","83.3","37","20.6",2017,"Yeshivah College   ST KILDA EAST"
"Yesodei HaTorah College",NA,"BRIGHTON","21","12","32","-","62.5","34","37.9",2017,"Yesodei HaTorah College   BRIGHTON"
"Yuille Park Community College",NA,"DELACOMBE","-","-","8","9","-","-","-",2017,"Yuille Park Community College   DELACOMBE"
"Academy of Mary Immaculate",NA,"FITZROY","152","33","29","-","95.8","31","7.1",2018,"Academy of Mary Immaculate   FITZROY"
"Adass Israel School",NA,"ELSTERNWICK","79","9","102","49","-","-","-",2018,"Adass Israel School   ELSTERNWICK"
"Advance College of Education","*","ROSEBUD WEST","8","7","37","57","-","-","-",2018,"Advance College of Education   ROSEBUD WEST"
"Aitken College",NA,"GREENVALE","155","39","104","17","89.2","30","4.8",2018,"Aitken College   GREENVALE"
"Al Siraat College",NA,"EPPING","85","15","57","-","100","28","5.4",2018,"Al Siraat College   EPPING"
"Al-Taqwa College",NA,"TRUGANINA","187","28","102","34","90.2","26","3.8",2018,"Al-Taqwa College   TRUGANINA"
"Albert Park College",NA,"ALBERT PARK","266","56","34","-","85.7","31","8.6",2018,"Albert Park College   ALBERT PARK"
"Albury Wodonga Comm College","*","WODONGA","11","5","229","167","-","-","-",2018,"Albury Wodonga Comm College   WODONGA"
"Alexandra Secondary College",NA,"ALEXANDRA","53","23","77","25","75","24","4.2",2018,"Alexandra Secondary College   ALEXANDRA"
"Alia College",NA,"HAWTHORN EAST","29","28","< 4","-","38.9","24","0",2018,"Alia College   HAWTHORN EAST"
"Alice Miller School",NA,"MACEDON","26","16","< 4","-","60","31","9.6",2018,"Alice Miller School   MACEDON"
"Alkira Secondary College",NA,"CRANBOURNE NORTH","209","62","135","79","69.400000000000006","28","1.8",2018,"Alkira Secondary College   CRANBOURNE NORTH"
"Alphington Grammar School",NA,"ALPHINGTON","100","27","< 4","-","100","32","12.1",2018,"Alphington Grammar School   ALPHINGTON"
"Antonine College",NA,"PASCOE VALE SOUTH","75","27","31","-","82.8","24","3.7",2018,"Antonine College   PASCOE VALE SOUTH"
"Apollo Bay P-12 College",NA,"APOLLO BAY","26","22","9","-","87.5","36","21.4",2018,"Apollo Bay P-12 College   APOLLO BAY"
"Aquinas College",NA,"RINGWOOD","376","63","181","50","83.6","31","6.5",2018,"Aquinas College   RINGWOOD"
"Ararat Secondary College",NA,"ARARAT","27","21","30","32","23.5","24","1.5",2018,"Ararat Secondary College   ARARAT"
"Ashwood High School",NA,"ASHWOOD","50","35","17","12","94.3","29","3.9",2018,"Ashwood High School   ASHWOOD"
"Assumption College",NA,"KILMORE","335","75","264","34","79","28","3.8",2018,"Assumption College   KILMORE"
"Auburn High School",NA,"HAWTHORN EAST","68","27","< 4","-","94.7","30","8.6",2018,"Auburn High School   HAWTHORN EAST"
"Australian Internatl Academy",NA,"COBURG","29","14","-","-","97.1","24","0",2018,"Australian Internatl Academy   COBURG"
"Ave Maria College",NA,"ABERFELDIE","255","40","130","-","92.4","32","8.1",2018,"Ave Maria College   ABERFELDIE"
"Avila College",NA,"MOUNT WAVERLEY","238","41","17","19","92.7","32","9.1",2018,"Avila College   MOUNT WAVERLEY"
"Bacchus Marsh College",NA,"BACCHUS MARSH","150","54","112","64","65.099999999999994","24","0.4",2018,"Bacchus Marsh College   BACCHUS MARSH"
"Bacchus Marsh Grammar",NA,"BACCHUS MARSH","222","40","47","11","90.5","31","6.7",2018,"Bacchus Marsh Grammar   BACCHUS MARSH"
"Baimbridge College",NA,"HAMILTON","79","24","83","33","66.7","25","3.4",2018,"Baimbridge College   HAMILTON"
"Bairnsdale Secondary College",NA,"BAIRNSDALE","222","43","158","90","63.8","23","0.7",2018,"Bairnsdale Secondary College   BAIRNSDALE"
"Balcombe Grammar School",NA,"MOUNT MARTHA","114","37","10","< 4","81.5","31","4.7",2018,"Balcombe Grammar School   MOUNT MARTHA"
"Ballarat Christian College",NA,"SEBASTOPOL","43","24","54","14","61.1","26","3.0",2018,"Ballarat Christian College   SEBASTOPOL"
"Ballarat Clarendon College",NA,"BALLARAT","217","39","27","-","94.9","36","27.5",2018,"Ballarat Clarendon College   BALLARAT"
"Ballarat Grammar",NA,"WENDOUREE","301","53","79","22","82.3","32","12.4",2018,"Ballarat Grammar   WENDOUREE"
"Ballarat High School",NA,"BALLARAT","301","66","268","65","63.8","29","2.3",2018,"Ballarat High School   BALLARAT"
"Ballarat SC - Mount Rowan",NA,"WENDOUREE","32","27","32","36","55.6","26","0",2018,"Ballarat SC - Mount Rowan   WENDOUREE"
"Ballarat SC - Woodmans Hill",NA,"BALLARAT EAST","37","26","34","26","52.4","24","1.3",2018,"Ballarat SC - Woodmans Hill   BALLARAT EAST"
"Balwyn High School",NA,"BALWYN NORTH","668","53","5","-","94.3","34","19.3",2018,"Balwyn High School   BALWYN NORTH"
"Bayside Christian College",NA,"LANGWARRIN SOUTH","62","36","47","36","75","29","3.9",2018,"Bayside Christian College   LANGWARRIN SOUTH"
"Bayside P-12 College",NA,"NEWPORT","132","53","76","42","72.400000000000006","29","3.9",2018,"Bayside P-12 College   NEWPORT"
"Bayswater Secondary College",NA,"BAYSWATER","31","17","22","13","46.7","22","0",2018,"Bayswater Secondary College   BAYSWATER"
"Bayview College",NA,"PORTLAND","42","17","9","8","87","29","3.2",2018,"Bayview College   PORTLAND"
"Beaconhills College",NA,"BERWICK","224","40","10","-","88.5","31","6.4",2018,"Beaconhills College   BERWICK"
"Beaconhills College",NA,"PAKENHAM","177","37","< 4","-","74.8","30","5.4",2018,"Beaconhills College   PAKENHAM"
"Beaufort Secondary College",NA,"BEAUFORT","26","21","26","17","81.8","27","0",2018,"Beaufort Secondary College   BEAUFORT"
"Beechworth Secondary College",NA,"BEECHWORTH","50","22","36","12","69.599999999999994","25","2.2",2018,"Beechworth Secondary College   BEECHWORTH"
"Belgrave Heights Christian Schl",NA,"BELGRAVE HEIGHTS","123","28","56","11","79.099999999999994","29","3.0",2018,"Belgrave Heights Christian Schl   BELGRAVE HEIGHTS"
"Bellarine Secondary College",NA,"DRYSDALE","171","67","412","111","80.5","26","1.7",2018,"Bellarine Secondary College   DRYSDALE"
"Belmont High School",NA,"BELMONT","334","77","252","49","62.7","27","5.3",2018,"Belmont High School   BELMONT"
"Benalla P-12 College",NA,"BENALLA","101","38","125","45","47.5","23","1.4",2018,"Benalla P-12 College   BENALLA"
"Bendigo Senior Sec College",NA,"BENDIGO","1213","79","652","295","60.2","27","2.1",2018,"Bendigo Senior Sec College   BENDIGO"
"Bendigo TAFE",NA,"BENDIGO","21","12","127","123","-","-","-",2018,"Bendigo TAFE   BENDIGO"
"Bentleigh Secondary College",NA,"BENTLEIGH EAST","258","40","18","< 4","82.8","29","4.8",2018,"Bentleigh Secondary College   BENTLEIGH EAST"
"Berry Street Victoria","*","RICHMOND","< 4","3","40","40","-","I/D","I/D",2018,"Berry Street Victoria   RICHMOND"
"Berwick Grammar School",NA,"OFFICER","52","22","< 4","-","88","33","10.9",2018,"Berwick Grammar School   OFFICER"
"Berwick Secondary College",NA,"BERWICK","357","56","278","92","68.8","29","3.8",2018,"Berwick Secondary College   BERWICK"
"Beth Rivkah Ladies College",NA,"ST KILDA EAST","64","27","60","< 4","96.9","35","18.4",2018,"Beth Rivkah Ladies College   ST KILDA EAST"
"Bialik College",NA,"HAWTHORN EAST","152","31","85","-","100","38","40.2",2018,"Bialik College   HAWTHORN EAST"
"Billanook College",NA,"MOOROOLBARK","209","38","47","-","92.4","31","10.6",2018,"Billanook College   MOOROOLBARK"
"Birchip P-12 School",NA,"BIRCHIP","30","20","35","11","78.599999999999994","28","8.9",2018,"Birchip P-12 School   BIRCHIP"
"Blackburn High School",NA,"BLACKBURN","263","63","32","< 4","85.9","29","6.5",2018,"Blackburn High School   BLACKBURN"
"Boort District P-12 School",NA,"BOORT","25","21","10","6","100","30","3.1",2018,"Boort District P-12 School   BOORT"
"Boronia K-12 College",NA,"BORONIA","66","26","57","26","81.8","25","0",2018,"Boronia K-12 College   BORONIA"
"Box Hill High School",NA,"BOX HILL","389","58","69","-","93.9","34","16.1",2018,"Box Hill High School   BOX HILL"
"Box Hill Institute",NA,"BOX HILL","110","33","146","264","-","-","-",2018,"Box Hill Institute   BOX HILL"
"Box Hill Senior Sec College",NA,"MONT ALBERT NORTH","216","40","135","19","71.7","26","1.9",2018,"Box Hill Senior Sec College   MONT ALBERT NORTH"
"Braemar College",NA,"WOODEND","173","38","55","-","87.4","33","12.4",2018,"Braemar College   WOODEND"
"Brauer College",NA,"WARRNAMBOOL","123","32","110","36","66","27","1.7",2018,"Brauer College   WARRNAMBOOL"
"Braybrook College",NA,"BRAYBROOK","282","42","294","80","96.5","31","7.3",2018,"Braybrook College   BRAYBROOK"
"Brentwood Secondary College",NA,"GLEN WAVERLEY","391","45","26","-","97.7","30","8.3",2018,"Brentwood Secondary College   GLEN WAVERLEY"
"Bright P-12 College",NA,"BRIGHT","37","27","42","14","61.1","30","4.0",2018,"Bright P-12 College   BRIGHT"
"Brighton Grammar School",NA,"BRIGHTON","218","37","6","-","97.9","34","18.3",2018,"Brighton Grammar School   BRIGHTON"
"Brighton Secondary College",NA,"BRIGHTON EAST","362","62","81","-","88.6","29","6.7",2018,"Brighton Secondary College   BRIGHTON EAST"
"Broadford Secondary College",NA,"BROADFORD","104","30","77","33","31.2","26","1.9",2018,"Broadford Secondary College   BROADFORD"
"Brunswick Secondary College",NA,"BRUNSWICK","180","44","65","29","86.9","29","7.5",2018,"Brunswick Secondary College   BRUNSWICK"
"Buckley Park College",NA,"ESSENDON","214","48","46","38","93.6","31","10.0",2018,"Buckley Park College   ESSENDON"
"Bundoora Secondary College",NA,"BUNDOORA","85","32","67","29","76","20","0.8",2018,"Bundoora Secondary College   BUNDOORA"
"Camberwell Anglican Girls GS",NA,"CANTERBURY","171","29","< 4","-","98.7","36","27.6",2018,"Camberwell Anglican Girls GS   CANTERBURY"
"Camberwell Grammar School",NA,"CANTERBURY","301","45","49","-","97.6","35","23.4",2018,"Camberwell Grammar School   CANTERBURY"
"Camberwell High School",NA,"CANTERBURY","329","64","86","22","93.8","32","8.0",2018,"Camberwell High School   CANTERBURY"
"Camperdown College","*","CAMPERDOWN","17","14","30","12","90","27","0",2018,"Camperdown College   CAMPERDOWN"
"Cann River P-12 College","*","CANN RIVER","4","5","6","-","0","I/D","I/D",2018,"Cann River P-12 College   CANN RIVER"
"Canterbury Girls Sec College",NA,"CANTERBURY","267","45","25","-","89.1","32","11.2",2018,"Canterbury Girls Sec College   CANTERBURY"
"Carey Baptist Grammar School",NA,"KEW","227","42","17","-","96.7","33","14.6",2018,"Carey Baptist Grammar School   KEW"
"Caroline Chisholm Catholic Coll",NA,"BRAYBROOK","384","73","216","69","90.7","29","4.3",2018,"Caroline Chisholm Catholic Coll   BRAYBROOK"
"Carrum Downs Sec College",NA,"CARRUM DOWNS","138","42","102","67","78.599999999999994","25","0.6",2018,"Carrum Downs Sec College   CARRUM DOWNS"
"Carwatha College P-12",NA,"NOBLE PARK NORTH","123","41","38","18","88.7","26","1.9",2018,"Carwatha College P-12   NOBLE PARK NORTH"
"Casey Grammar School",NA,"CRANBOURNE","120","29","10","-","79.2","30","4.6",2018,"Casey Grammar School   CRANBOURNE"
"Casterton Secondary College","*","CASTERTON","16","18","21","22","50","32","11.5",2018,"Casterton Secondary College   CASTERTON"
"Castlemaine Secondary College",NA,"CASTLEMAINE","137","35","100","24","63.3","28","4.1",2018,"Castlemaine Secondary College   CASTLEMAINE"
"Cathedral College",NA,"WANGARATTA","66","27","14","-","69.7","29","6.6",2018,"Cathedral College   WANGARATTA"
"Catherine McAuley College",NA,"BENDIGO","349","50","187","79","84.6","29","6.5",2018,"Catherine McAuley College   BENDIGO"
"Catholic College Sale",NA,"SALE","198","35","134","28","74.400000000000006","29","7.1",2018,"Catholic College Sale   SALE"
"Catholic College Wodonga",NA,"WODONGA","219","48","139","40","58.2","28","3.4",2018,"Catholic College Wodonga   WODONGA"
